product_id,product_variant,nome_sku,volume_hectolitro,marca,descricao_sku,Classificação da Cerveja,Tamanho,Embalagem,Retornável,Origem ,Tipo de Cerveja,Teor alcoólico
21.441,20.986,Kit Presente Ribeirão Lager + Copo Colorado 350ml,0,Artesanais,,,,,,,,
19.231,18.778,Tupiniquim Vienna Lager 437ml - Pack com 6 Unidades,"0,02622",Artesanais,"Estilo ou Família: Vienna Lager
Índice de Amargor (IBU): 22
Teor Alcoólico: 4,8%",,,,,,,
19.309,18.856,Cerveja Australian Sparkling Bastards Brewery Golden Flamingo 473ml,"0,00473",Artesanais,,,,,,,,
17.760,17.307,Jybá Double IPA 473ml,"0,00473",Artesanais,"Estilo ou Família: 
Índice de Amargor (IBU): 
Teor Alcoólico:",,,,,,,
20.895,20.440,Cerveja Opa Bier Kristal Weizen 600ml,0.006,Artesanais,,,,,,,,
11.359,10.989,Brahma Extra Lager 269ml,"0,00269",Brahma,,,,,,,,
17.733,17.280,Brahma 350ml - Pack de 4 unidades,"0,014",Brahma,,,,,,,,
10.092,9.723,Kit Copo + 8 unidades de Brahma Malzbier 350ml,"0,028",Brahma,,,,,,,,
10.103,9.734,Kit Copo + 6 unidades de Brahma 1L | Apenas o Líquido,"0,06",Brahma,,,,,,,,
18.692,18.239,Combo Brahma Duplo Malte + Amendoim Japonês (2 Amendoim Japonês Elma Chips 145g + 12 Brahma Duplo Malte 350ml),"0,042",Brahma,,,,,,,,
9.161,8.795,Budweiser 990ml | Apenas o Líquido - 12 Unidades,"0,1188",Budweiser,"[PRODUTO PARTICIPANTE DA PROMOÇÃO BOLÃO DO ZÉ]
Esse produto te dá a chance de mostrar seu lado MESTRE na Copa. São prêmios incríveis para os 50 primeiros colocados na fase de grupos e também para os 50 do ranking final da Copa. Tem brahmeira, geladeira Bud e até 1 ano de Zé! E todo mundo que participar também pode concorrer a 1.000 prêmios instantâneos!
Basta comprar qualquer produto Brahma, Budweiser ou Mike’s aqui no app, cadastrar seu pedido no site bolao.ze.delivery e aí é só torcer que seus palpites estão garantidos! Bora participar?
Período de participação válida para compras realizadas entre 11/11 e 18/12/2022, limitada a 64 palpites e um brinde por CPF. Certificados de Autorização SECAP/ME 03.023927/2022 e 05.023891/2022. Confira o regulamento no site.",,,,,,,
13.956,13.571,Kit 4 Copos Budweiser 400ml,"0,016",Budweiser,,,,,,,,
18.757,18.304,Budweiser 330ml Copa,"0,0033",Budweiser,,,,,,,,
28.143,27.685,Kit Budweiser Supreme,"0,000",Budweiser,,,,,,,,
20.512,20.057,Copo Budweiser de Alumínio 650ml Copa do Mundo 2022 ,0,Budweiser,Copo termosensível de Alumínio 650ml. Ao encher o copo com líquido o desenho da taça muda de cor. ,,,,,,,
17.952,17.499,Budweiser 269ml - Pack de 20 Unidades,"0,0538",Budweiser,"[PRODUTO PARTICIPANTE DA PROMOÇÃO BOLÃO DO ZÉ]
Esse produto te dá a chance de mostrar seu lado MESTRE na Copa. São prêmios incríveis para os 50 primeiros colocados na fase de grupos e também para os 50 do ranking final da Copa. Tem brahmeira, geladeira Bud e até 1 ano de Zé! E todo mundo que participar também pode concorrer a 1.000 prêmios instantâneos!
Basta comprar qualquer produto Brahma, Budweiser ou Mike’s aqui no app, cadastrar seu pedido no site bolao.ze.delivery e aí é só torcer que seus palpites estão garantidos! Bora participar?
Período de participação válida para compras realizadas entre 11/11 e 18/12/2022, limitada a 64 palpites e um brinde por CPF. Certificados de Autorização SECAP/ME 03.023927/2022 e 05.023891/2022. Confira o regulamento no site.",,,,,,,
17.634,17.181,Budweiser Lollapalooza 350ml,"0,0035",Budweiser,,,,,,,,
17.953,17.500,Budweiser 269ml - Pack de 24 Unidades,"0,06456",Budweiser,,,,,,,,
8.941,8.575,Budweiser 343ml - Unidade,"0,00343",Budweiser,,,,,,,,
17.831,17.378,Budweiser Barril 5L,"0,05",Budweiser,,,,,,,,
10.247,9.869,Budweiser 410ml,"0,0041",Budweiser,,,,,,,,
14.812,14.427,Motim Sour Is The New Hoppy Graviola e Cupuaçu 473ml,"0,00473",Motim,,,,,,,,
21.458,21.003,Corona Extra 330ml - Pack de 12 Unidades,"0,0396",Corona ,,,,,,,,
11.127,10.757,Motim Dubhlinn 473ml,"0,00473",Motim,"Estilo ou Família: Irish Dry Stout
Índice de Amargor (IBU): 31
Teor Alcoólico: 4,3%",,,,,,,
11.129,10.759,Motim Folklore Pils 500ml,"0,005",Motim,"Estilo ou Família: German Pilsen
Índice de Amargor (IBU): 25
Teor Alcoólico: 4,4%",,,,,,,
9.162,8.796,Budweiser 990ml | Vasilhame Incluso - 12 Unidades,"0,1188",Budweiser,"[PRODUTO PARTICIPANTE DA PROMOÇÃO BOLÃO DO ZÉ]
Esse produto te dá a chance de mostrar seu lado MESTRE na Copa. São prêmios incríveis para os 50 primeiros colocados na fase de grupos e também para os 50 do ranking final da Copa. Tem brahmeira, geladeira Bud e até 1 ano de Zé! E todo mundo que participar também pode concorrer a 1.000 prêmios instantâneos!
Basta comprar qualquer produto Brahma, Budweiser ou Mike’s aqui no app, cadastrar seu pedido no site bolao.ze.delivery e aí é só torcer que seus palpites estão garantidos! Bora participar?
Período de participação válida para compras realizadas entre 11/11 e 18/12/2022, limitada a 64 palpites e um brinde por CPF. Certificados de Autorização SECAP/ME 03.023927/2022 e 05.023891/2022. Confira o regulamento no site.",,,,,,,
22.848,22.390,Budweiser 473ml - Pack de 6 Unidades,"0,02838",Budweiser,,,,,,,,
23.541,23.083,Budweiser 300ml | Apenas o Líquido - Pack de 24 Unidades,"0,072",Budweiser,,,,,,,,
17.949,17.496,Budweiser 269ml - Pack de 8 Unidades,"0,02152",Budweiser,,,,,,,,
10.269,9.891,Kona Longboard 355ml,"0,00355",Kona,,,,,,,,
9.851,9.484,Budweiser 550ml | Vasilhame Incluso,"0,0055",Budweiser,,,,,,,,
26.583,26.125,6 Budweiser 330ml + 1 Copo Alumínio 473ml Grátis,"0,0198",Budweiser,,,,,,,,
28.151,27.693,Budweiser Supreme 330ml,"0,00330",Budweiser,"Chegou Budweiser Supreme: toda a suavidade de Bud com um toque de malte whisky, para levar sua noite a outro patamar. ",,,,,,,
27.769,27.311,Schin 269ml,"0,00269",Schin,,,,,,,,
17.088,16.651, Killbrew Hoppy Revolution IPA 500ml,"0,005",Killbrew,,,,,,,,
17.430,16.983,Killbrew Hoppy Revolution West Coast IPA 500ml,"0,005",Killbrew,"Estilo ou Família: West Coast American IPA
Índice de Amargor (IBU): 46
Teor Alcoólico: 6,4%",,,,,,,
24.479,24.021,12 unidades de Antarctica Pilsen 300ml | Apenas o líquido + GRÁTIS 1 Cestinha ,"0,036",Antarctica,,,,,,,,
24.482,24.024,12 unidades de Skol 300ml | Apenas o líquido + GRÁTIS 1 Cestinha,"0,036",Skol,,,,,,,,
10.818,10.448,Wäls Session Free 355ml,"0,00355",Wäls,,,,,,,,
17.208,16.766,6 Budweiser 269ml + 1 Budweiser Zero 350ml Grátis,"0,00269",Budweiser,"[PRODUTO PARTICIPANTE DA PROMOÇÃO BOLÃO DO ZÉ]
Esse produto te dá a chance de mostrar seu lado MESTRE na Copa. São prêmios incríveis para os 50 primeiros colocados na fase de grupos e também para os 50 do ranking final da Copa. Tem brahmeira, geladeira Bud e até 1 ano de Zé! E todo mundo que participar também pode concorrer a 1.000 prêmios instantâneos!
Basta comprar qualquer produto Brahma, Budweiser ou Mike’s aqui no app, cadastrar seu pedido no site bolao.ze.delivery e aí é só torcer que seus palpites estão garantidos! Bora participar?
Período de participação válida para compras realizadas entre 11/11 e 18/12/2022, limitada a 64 palpites e um brinde por CPF. Certificados de Autorização SECAP/ME 03.023927/2022 e 05.023891/2022. Confira o regulamento no site.",,,,,,,
18.416,17.963,Kit Budweiser 8 Latas 269ml + 1 copo vidro 350ml ,"0,02152",Budweiser,"[PRODUTO PARTICIPANTE DA PROMOÇÃO BOLÃO DO ZÉ]
Esse produto te dá a chance de mostrar seu lado MESTRE na Copa. São prêmios incríveis para os 50 primeiros colocados na fase de grupos e também para os 50 do ranking final da Copa. Tem brahmeira, geladeira Bud e até 1 ano de Zé! E todo mundo que participar também pode concorrer a 1.000 prêmios instantâneos!
Basta comprar qualquer produto Brahma, Budweiser ou Mike’s aqui no app, cadastrar seu pedido no site bolao.ze.delivery e aí é só torcer que seus palpites estão garantidos! Bora participar?
Período de participação válida para compras realizadas entre 11/11 e 18/12/2022, limitada a 64 palpites e um brinde por CPF. Certificados de Autorização SECAP/ME 03.023927/2022 e 05.023891/2022. Confira o regulamento no site.",,,,,,,
17.951,17.498,Budweiser 269ml - Pack de 16 Unidades,"0,04304",Budweiser,"[PRODUTO PARTICIPANTE DA PROMOÇÃO BOLÃO DO ZÉ]
Esse produto te dá a chance de mostrar seu lado MESTRE na Copa. São prêmios incríveis para os 50 primeiros colocados na fase de grupos e também para os 50 do ranking final da Copa. Tem brahmeira, geladeira Bud e até 1 ano de Zé! E todo mundo que participar também pode concorrer a 1.000 prêmios instantâneos!
Basta comprar qualquer produto Brahma, Budweiser ou Mike’s aqui no app, cadastrar seu pedido no site bolao.ze.delivery e aí é só torcer que seus palpites estão garantidos! Bora participar?
Período de participação válida para compras realizadas entre 11/11 e 18/12/2022, limitada a 64 palpites e um brinde por CPF. Certificados de Autorização SECAP/ME 03.023927/2022 e 05.023891/2022. Confira o regulamento no site.",,,,,,,
8.893,8.527,Antarctica Subzero 269ml - Unidade,"0,00269",Antarctica,,,,,,,,
8.975,8.609,Skol Ultra 310ml - Unidade,"0,0031",Skol,,,,,,,,
9.063,8.697,Wäls Session Citra 600ml,"0,006",Wäls,"Estilo: Session IPA
IBU: 30
ABV: 3,9%

A massiva quantidade de lúpulo americano Citra e base de malte fazem dessa Session IPA uma explosão de refrescância. Possui amargor moderado e aroma cítrico. A Cerveja Wals Session Citra 600ml, mesmo consumida em grandes quantidades, não perde suas qualidades nem seus sabores intensos (sempre relevantes ao paladar).",,,,,,,
9.179,8.813,Kit da Boa Litro + Copo Grátis | Vasilhame Incluso,"0,24",Antarctica,,,,,,,,
15.993,15.608,Skol 269ml - Pack com 15 Unidades,"0,04035",Skol,,,,,,,,
16.264,15.874,Caixa retorna fácil Antarctica 300ml - Apenas Líquido - capacidade 6 garrafas,"0,018",Antarctica,"Caixa Retorna-Fácil + 6 garrafas de Antarctica 300ml 

Depois de consumir, é só guardar as garrafas vazias na Caixa Retorna-Fácil. Na próxima compra você pode pedir a Caixa Retorna-Fácil - Apenas Líquido, trocar sua caixa e as garrafas vazias por cheias e pagar só pelo líquido! É mais da BOA por menos.",,,,,,,
9.846,9.479,Skol Long Neck Abre Fácil 275ml - 6 Unidades,"0,033",Skol,,,,,,,,
18.421,17.968,Kit Corona 4 Long Neck 330ml + 1 Toalha De Praia Corona,"0,0132",Corona ,"[PRODUTO PARTICIPANTE DA PROMOÇÃO CORONA SUNSET HOUR ]
Corona e Zé podem te levar para viver experiências inesquecíveis! Esse produto te dá a chance de concorrer a um pacote de réveillon com três acompanhantes, viagens para curtir paraísos naturais do nordeste brasileiro e ainda uma viagem para a Ilha Corona, na costa da Colômbia. Além disso, são diversos prêmios instantâneos toda semana! Para participar é só comprar qualquer produto Corona e cadastrar o número do pedido no site coronacerveja.com.br/coronasunsethour
 Certificados de Autorização SEAE/ME 04.022710/2022 e 05.022683/2022.
 Período de participação no Zé Delivery: 14h do dia 27/09 a 01/01/2023. Confira o regulamento no site.",,,,,,,
22.855,22.397,Skol Puro Malte 350ml - Pack de 6 Unidades,"0,021",Skol,,,,,,,,
8.887,8.521,Antarctica Pilsen 269ml - Caixa com 15 Unidades,"0,04035",Antarctica,,,,,,,,
8.890,8.524,Antarctica Pilsen 355ml - Unidade,"0,00355",Antarctica,,,,,,,,
8.894,8.528,Antarctica Subzero 350ml,"0,0035",Antarctica,,,,,,,,
8.954,8.588,Corona Extra 355ml - Pack com 6 unidades,"0,0213",Corona ,,,,,,,,
9.176,8.810,Kit do Zé de Skol Litro - 5% de desconto,"0,36",Skol,,,,,,,,
10.832,10.462,Growler Wäls Dubbel 1L,"0,01",Wäls,,,,,,,,
21.459,21.004,Budweiser 350ml - Pack de 6 Unidades,"0,021",Budweiser,,,,,,,,
22.838,22.380,Budweiser 330ml - Pack de 6 Unidades,"0,0198",Budweiser,,,,,,,,
19.838,19.385,Kit Budweiser Copa 2022 - 2 Long Neck 330ml + 1 Copo Alumínio 650ml,"0,0066",Budweiser,"[PRODUTO PARTICIPANTE DA PROMOÇÃO BOLÃO DO ZÉ]
Esse produto te dá a chance de mostrar seu lado MESTRE na Copa. São prêmios incríveis para os 50 primeiros colocados na fase de grupos e também para os 50 do ranking final da Copa. Tem brahmeira, geladeira Bud e até 1 ano de Zé! E todo mundo que participar também pode concorrer a 1.000 prêmios instantâneos!
Basta comprar qualquer produto Brahma, Budweiser ou Mike’s aqui no app, cadastrar seu pedido no site bolao.ze.delivery e aí é só torcer que seus palpites estão garantidos! Bora participar?
Período de participação válida para compras realizadas entre 11/11 e 18/12/2022, limitada a 64 palpites e um brinde por CPF. Certificados de Autorização SECAP/ME 03.023927/2022 e 05.023891/2022. Confira o regulamento no site.",,,,,,,
19.450,18.997,Combo Queijinho + Brahma (3 Queijinhos 100g + 10 Brahma 473ml),"0,0473",Brahma,,,,,,,,
21.147,20.692,Chopp Goose Island IPA 355ml,"0,00355",Goose Island,"Chopp fresco em lata, feito no Goose Island Brewhouse, em Pinheiros. Inspirado nas tradicionais Pale Ales que eram enviadas da Inglaterra para a Índia – altamente lupuladas para preservarem seu sabor distinto durante a longa viagem. O resultado dessa IPA é um aroma frutado, acompanhado do sabor do malte e presença marcante do lúpulo. Validade de 90 dias do envase.

ABV 5,9%

IBU 55",,,,,,,
20.746,20.291,Cerveja Corona Extra 330ml - Pack de 5 Unidades (Exp),"0,0165",Corona ,,,,,,,,
21.969,21.514,Kit Corona (4 Cervejas Corona 330ml + 1 Toalha de Praia),0,Corona ,,,,,,,,
11.729,11.359,Wäls Verano 300ml,"0,003",Wäls,,,,,,,,
10.111,9.742,Skol Puro Malte Long Neck Abre Fácil 275ml,"0,00275",Skol,,,,,,,,
10.262,9.884,Wäls Trippel 375ml,"0,00375",Wäls,"Estilo: Belgian Tripel
IBU: 38
ABV: 9%

A criatividade faz parte do DNA da Wäls e isso se reflete na Trippel, uma cerveja temperada com coentro, casca de laranja e especiarias que lhe concedem um aroma cítrico e paladar frutado.",,,,,,,
8.873,8.507,Skol 355ml - Caixa com 6 Unidades,"0,0213",Skol,,,,,,,,
9.094,8.728,Skol 300ml | Vasilhame Incluso - 12 unidades,"0,036",Skol,,,,,,,,
9.181,8.815,Kit da Boa 600ml + Copo Grátis | Apenas o Líquido,"0,144",Antarctica,,,,,,,,
9.184,8.818,Kit da Boa 300ml + Copo Grátis | Vasilhame Incluso,"0,072",Antarctica,,,,,,,,
21.636,21.181,Brahma Duplo Malte Black 350ml,"0,0035",Brahma,"Brahma Duplo Malte Black une os maltes Pilsner e Black. A escolha traz no sabor um amargor suave. O resultado é uma cerveja de coloração escura, espuma cremosa e aroma intenso de malte Black.",,,,,,,
21.931,21.476,Brahma Caprichoso 350ml,"0,0035",Brahma,,,,,,,,
25.748,25.290,Chopp Brahma em lata 350ml - Pack de 8 unidades,"0,028",Brahma,"O Chopp Brahma não passa por pasteurização, o que preserva seu frescor e cremosidade. E agora você pode aproveitar o mesmo chopp do bar na sua casa, na versão em lata! Para uma experiência ainda melhor, sirva no copo e desfrute ao máximo.

Importante: Para consumo imediato.",,,,,,,
11.717,11.347,Growler Chopp Brahma 1L,"0,01",Brahma,"O copo não está incluso neste produto. O Growler Chopp Brahma Claro 1L é leve, refrescante e bem cremoso. Ele é tirado na hora pra chegar geladinho na sua casa e por isso recomendamos o consumo imediato, tá? É só pedir o seu que a entrega é bem rápida. Tudo para que você possa brindar com o chopp do bar em casa.",,,,,,,
10.083,9.714,Kit Copo + 8 unidades de Brahma 355ml - Unidade,"0,0284",Brahma,,,,,,,,
10.636,10.266,Brahma Duplo Malte 350ml,"0,0035",Brahma,,,,,,,,
8.959,8.593,Brahma Extra Lager 355ml - Unidade,"0,00355",Brahma,,,,,,,,
8.960,8.594,Brahma Extra Lager 355ml - 6 Unidades,"0,0213",Brahma,,,,,,,,
9.095,8.729,Brahma 300ml | Apenas o Líquido,"0,003",Brahma,,,,,,,,
9.097,8.731,Brahma 300ml | Apenas o líquido - 12 unidades,"0,036",Brahma,,,,,,,,
15.992,15.607,Skol Puro Malte 269ml - Pack com 15 Unidades,"0,04035",Skol,,,,,,,,
18.372,17.919,Dado Bier Weiss 350ml,"0,0035",Artesanais,"Estilo ou Família: Weiss
Índice de Amargor (IBU): 12
Teor Alcoólico: 5%",,,,,,,
18.376,17.923,Dado Bier Leve Lager 350ml,"0,0035",Artesanais,"Estilo ou Família: Pilsen
Índice de Amargor (IBU):
Teor Alcoólico: 4,5%",,,,,,,
18.687,18.234,Cerveja MinduBier Salted Caramel Peanut Cake Stout 350ml,"0,0035",Artesanais,"Estilo ou Família: Imperial Pastry Stout
Índice de Amargor (IBU): 
Teor Alcoolico: 11% ",,,,,,,
18.738,18.285,Cerveja Dádiva Easy Session IPA 310ml,"0,0031",Artesanais,"Estilo ou Família: IPA 
Índice de Amargor (IBU): 
Teor Alcoolico: 4,4% 

Fácil de beber e com um toque de amargor, a Session Ipa tem aromas e sabores levemente frutados.",,,,,,,
19.008,18.555,Cerveja Dona Mosaic Puro Malte 500ml,"0,005",Artesanais,,,,,,,,
19.036,18.583,Roleta Russa APA 355ml,"0,00355",Artesanais,,,,,,,,
19.178,18.725,Praya Witbier 600ml - Pack de 12 Unidades,"0,072",Artesanais,"Estilo ou Família: Witbier
Índice de Amargor (IBU): 13
Teor Alcoólico: 5,3%",,,,,,,
22.157,21.702,Cerveja Brewdog Hazy Jane 330ml,"0,0033",Artesanais,,,,,,,,
23.644,23.186,Tupiniquim Chopp Red Ale Barrilete PET 1L,"0,01",Artesanais,,,,,,,,
12.505,12.135,Cevaderia Smells Like a Hop Spirit 473ml,"0,00473",Cevaderia,"Estilo ou Família: New England IPA (India Pale Ale)
Índice de Amargor (IBU): 31,5
Teor Alcoólico: 6,3%",,,,,,,
13.863,13.478,Andes 600ml  | Apenas o Líquido ,"0,006",Andes,,,,,,,,
19.232,18.779,Tupiniquim Export 437ml - Pack com 6 Unidades,"0,02622",Artesanais,"Estilo ou Família: German helles exportbier
Índice de Amargor (IBU): 28
Teor Alcoólico: 5%",,,,,,,
19.314,18.861,Amazon Beer Erva Chama Imperial Ipa 1L - Pack de 8 Unidades,"0,08",Artesanais,"Estilo ou Família: 
Índice de Amargor (IBU): 
Teor Alcoolico: 8,6% ",,,,,,,
19.566,19.113,Cruls Hop Lager LN 355ml,0.00355,Artesanais,,,,,,,,
19.577,19.124,Cruls Cosmos #04 Vórtex 473ml,0.00473,Artesanais,,,,,,,,
14.896,14.511,Cevaderia Bouman 473ml,"0,00473",Cevaderia,"Estilo ou Família: Imperial Stout
Índice de Amargor (IBU): 66
Teor Alcoólico: 9,7%",,,,,,,
15.034,14.649,Enseada Sour Tangerina Long Neck 355ml,"0,00355",Artesanais,"Estilo ou Família: Sour Tangerina
Índice de Amargor (IBU): 6
Teor Alcoólico: 4,4%",,,,,,,
15.382,14.997,Devassa Puro Malte 350ml,"0,0035",Devassa,,,,,,,,
12.757,12.387,Brahma Duplo Malte 330ml,"0,0033",Brahma,,,,,,,,
13.953,13.568,Kit Brahma Duplo Malte 6 Latas 350ml + 1 Copo 330ml,"0,021",Brahma,,,,,,,,
10.095,9.726,Kit Copo + 12 unidades de Brahma Extra Red Lager 355ml,"0,0426",Brahma,,,,,,,,
10.096,9.727,Kit Copo + 12 unidades de Brahma Zero 300ml - Apenas o Líquido,"0,036",Brahma,,,,,,,,
10.098,9.729,Kit Copo + 8 unidades de Brahma 550ml,"0,044",Brahma,,,,,,,,
10.099,9.730,Kit Copo + 12 unidades de Brahma 350ml,"0,042",Brahma,,,,,,,,
